iter	Logloss
0	0.4451221792
1	0.3178347363
2	0.2504343903
3	0.2097651097
4	0.1783689446
5	0.1563298067
6	0.1447263497
7	0.1321922434
8	0.124014707
9	0.1150110316
10	0.1085811728
11	0.1016019533
12	0.09655994666
13	0.09338822535
14	0.08911126386
15	0.08645483848
16	0.08296119039
17	0.08000440906
18	0.07880873337
19	0.07592018755
20	0.07368551228
21	0.07120882797
22	0.06817287978
23	0.06625794266
24	0.06401758913
25	0.06212792023
26	0.0609731314
27	0.05943515402
28	0.05757446045
29	0.05631583967
30	0.05540605009
31	0.05334188673
32	0.05220759929
33	0.0511143668
34	0.04971142437
35	0.04782961834
36	0.04680018927
37	0.04563644423
38	0.0442773814
39	0.04351054142
40	0.04266114559
41	0.04165652044
42	0.04059829168
43	0.03958937084
44	0.03832455468
45	0.03749468631
46	0.03647932545
47	0.03538590647
48	0.03472344124
49	0.03424902074
50	0.03368785819
51	0.03325385547
52	0.03245859932
53	0.03193413673
54	0.03147539118
55	0.03093735861
56	0.03018281225
57	0.02936363916
58	0.02893639831
59	0.02829364529
60	0.02766090861
61	0.02687046995
62	0.02625134649
63	0.02600065569
64	0.02559009182
65	0.02509043539
66	0.02448192834
67	0.02381072433
68	0.02338110521
69	0.02285979535
70	0.02248341214
71	0.02227420943
72	0.02196610866
73	0.0213330075
74	0.02118989355
75	0.02062492581
76	0.02010355429
77	0.01968062483
78	0.01933972016
79	0.01895683643
80	0.01853056478
81	0.01837104363
82	0.0180849582
83	0.01793508155
84	0.01764000427
85	0.01731234307
86	0.01706063882
87	0.01689062971
88	0.01667601474
89	0.01641592114
90	0.01626269744
91	0.01599594308
92	0.01567392761
93	0.01524866149
94	0.01504789187
95	0.0149446744
96	0.01468716007
97	0.01453802768
98	0.01436925292
99	0.01412833068
100	0.01399404433
101	0.01378425679
102	0.01344834775
103	0.0133328849
104	0.01323247631
105	0.01311636482
106	0.01293755743
107	0.0126800403
108	0.01254479363
109	0.01239283587
110	0.01210987228
111	0.01203242617
112	0.01176791665
113	0.01164508154
114	0.01157023544
115	0.01138506548
116	0.01122187617
117	0.01111661761
118	0.01093832547
119	0.01087797602
120	0.01079670676
121	0.01065335693
122	0.01047368259
123	0.01037386176
124	0.01017794028
125	0.01007090105
126	0.009979603529
127	0.009812922738
128	0.009637366693
129	0.009479140493
130	0.009390509904
131	0.009288246143
132	0.009208974023
133	0.00909056473
134	0.009047677379
135	0.00890364378
136	0.008807106158
137	0.008708812533
138	0.008553087476
139	0.008496628944
140	0.008403975908
141	0.008330074138
142	0.008273072813
143	0.008193380303
144	0.008142783875
145	0.008005654414
146	0.007893521285
147	0.007823551239
148	0.007758459969
149	0.007663838986
150	0.007584797727
151	0.007481871216
152	0.007435464314
153	0.007382020889
154	0.007255046171
155	0.007202130291
156	0.007177590817
157	0.007121676417
158	0.007022062628
159	0.006894622574
160	0.006839933468
161	0.006781984812
162	0.006732026668
163	0.006676850982
164	0.006614671677
165	0.00652137344
166	0.006443242394
167	0.006352029495
168	0.006294464257
169	0.00622606089
170	0.006192433058
171	0.006169664106
172	0.00613376456
173	0.006115052856
174	0.006089650024
175	0.006045416904
176	0.006000588371
177	0.005950618823
178	0.005902393785
179	0.005878022185
180	0.005855608229
181	0.005793075462
182	0.005710362455
183	0.005644319036
184	0.005632542106
185	0.005586299122
186	0.005514157193
187	0.005436857164
188	0.005402805095
189	0.005370820872
190	0.005344631424
191	0.005319237321
192	0.005253899778
193	0.005211937282
194	0.005186928002
195	0.005151379621
196	0.005085153164
197	0.005021405632
198	0.00497797508
199	0.004946148821
200	0.00488699544
201	0.004841215443
202	0.004841215443
203	0.004841215443
204	0.004841215443
205	0.004841215443
206	0.004841215443
207	0.004786098649
208	0.004701415461
209	0.004651876366
210	0.004631031956
211	0.004610458042
212	0.004534366008
213	0.004475142964
214	0.004399275111
215	0.00437971057
216	0.004368280292
217	0.004368280292
218	0.004356329196
219	0.004306270321
220	0.004284029981
221	0.004284016246
222	0.004250066461
223	0.00423912968
224	0.004203255756
225	0.004160436929
226	0.004120935314
227	0.004106725897
228	0.004062793427
229	0.00403170358
230	0.004005630352
231	0.004005630352
232	0.004005616907
233	0.003989889921
234	0.00398987004
235	0.003989850178
236	0.00398980523
237	0.00398980523
238	0.003989782824
239	0.003989763031
240	0.003989763031
241	0.003989751844
242	0.003989732076
243	0.003989732076
244	0.003989732076
245	0.003989732076
246	0.003989732076
247	0.003989722196
248	0.003989722196
249	0.003989678119
250	0.003989678119
251	0.003989666967
252	0.003989666967
253	0.003989666967
254	0.003989666967
255	0.003989655637
256	0.003989655637
257	0.003989632808
258	0.003989632808
259	0.003989621667
260	0.003989621667
261	0.003989610348
262	0.003989610348
263	0.003989600508
264	0.003989600508
265	0.003989590673
266	0.00398956838
267	0.003989557663
268	0.003989557663
269	0.003989557663
270	0.003989557663
271	0.003989557663
272	0.003989557663
273	0.003989535737
274	0.003989535737
275	0.003989528092
276	0.003989528092
277	0.003989488866
278	0.00398946665
279	0.003989444453
280	0.003989405348
281	0.003989366314
282	0.003989366314
283	0.003989366314
284	0.003989366314
285	0.003989366314
286	0.003989366314
287	0.003989366314
288	0.003989366314
289	0.003989366314
290	0.003989366314
291	0.003989366314
292	0.003989366314
293	0.003989366314
294	0.003989366314
295	0.003989366314
296	0.003989366314
297	0.003989366314
298	0.003989344361
299	0.003989344361
300	0.003989305383
301	0.003989305383
302	0.003989305383
303	0.003989305383
304	0.003989261319
305	0.003989261319
306	0.003989261319
307	0.003949735947
308	0.00393635849
309	0.00393633956
310	0.003936320647
311	0.003936301751
312	0.003936282872
313	0.00393626401
314	0.003936245165
315	0.003936226337
316	0.003936226337
317	0.003912811327
318	0.00391280265
319	0.003912792036
320	0.003912769075
321	0.003912759834
322	0.003912749361
323	0.003912749361
324	0.003905260781
325	0.003905256455
